,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
RRMFB087-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,,Empoasca,0.9999,,Empoasca luda,0.0188
RRMFD743-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Cladopelma,0.0704,,Dicrotendipes modestus,0.0056
RRMFI258-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Platygastridae,Vespidae,0.3050,,Leptacis,0.0061,,Leptacis tipulae,0.0061
RRMFC799-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,,Erythroneura,0.9992,,Erythroneura vulnerata,0.9980
RRMFB589-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,Madarellus,Madarellus,0.9880,Madarellus undulatus,Madarellus undulatus,0.9880
RRMFG2504-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.9999,,Eusphalerum,0.0010,,Hemicrepidius memnonius,0.0006
RRMFG1997-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,,Euscelis,0.1785,,Hishimonus phycitis,0.0032
RRMFI2893-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,,Typhlocyba,1.0000,,Typhlocyba melite,0.9972
RRMFA118-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,Chironomus,Chironomus,1.0000,Chironomus melanescens,Chironomus melanescens,0.9973
RRMPD001-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Agallia,Agallia,0.9993,Agallia quadripunctata,Agallia quadripunctata,0.9993
RRMFI2716-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,,Typhlocyba,1.0000,,Typhlocyba gillettei,1.0000
RRMFA244-15,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Tortricidae,Tortricidae,1.0000,Acleris,Acleris,1.0000,Acleris chalybeana,Acleris chalybeana,0.9956
RRMFI4090-15,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Gelechiidae,Gelechiidae,1.0000,Metzneria,Metzneria,0.9995,Metzneria lappella,Metzneria lappella,0.9995
RRMFG2505-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,,Lucanidae,0.0003,,Serrognathus,0.0003,,Serrognathus titanus,0.0003
RRMFB522-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Scirtidae,Scirtidae,1.0000,Contacyphon,Contacyphon,1.0000,Contacyphon variabilis,Contacyphon variabilis,1.0000
RRMFB542-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,,Staphylinidae,0.0371,,Grammoptera,0.0139,,Grammoptera subargentata,0.0139
RRMFE2492-15,Arachnida,Arachnida,1.0000,Mesostigmata,Mesostigmata,0.9992,,Ascidae,0.0286,,Pantelozetes,0.0026,,Pantelozetes paolii,0.0026
RRMPC111-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Ablabesmyia,0.0059,,Ablabesmyia americana,0.0059
RRMPD614-15,Arachnida,Arachnida,0.9991,Mesostigmata,Mesostigmata,0.9991,Parasitidae,Parasitidae,0.0248,,Poecilochirus,0.0248,,Poecilochirus carabi,0.0248
RRMFA055-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Tvetenia,0.1561,,Tvetenia paucunca,0.1561
RRMFD292-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Aphrophoridae,Aphrophoridae,0.9998,Philaenus,Philaenus,0.9991,Philaenus spumarius,Philaenus spumarius,0.9991
RRMPD469-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Pteromalidae,Pteromalidae,0.9996,Homoporus,Homoporus,0.9773,Homoporus luniger,Homoporus luniger,0.9773
RRMFD462-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9960,Braconidae,Braconidae,0.3718,Meteorus,Meteorus,0.0889,,Opius Thiemanastrepha sp. A MC2013,0.0124
RRMFG1722-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Latridiidae,Latridiidae,0.5859,,Cartodere,0.0114,,Cartodere bifasciata,0.0071
RRMFI2819-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Ribautiana,Typhlocyba,0.0066,,Typhlocyba gillettei,0.0066
RRMFB520-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,0.9845,Monarthrum,Monarthrum,0.0014,,Monarthrum scutellare,0.0014
RRMPB4222-15,Arachnida,Arachnida,1.0000,Mesostigmata,Mesostigmata,1.0000,Phytoseiidae,Phytoseiidae,0.1172,,Laelaps,0.0076,,Proprioseiopsis hurlbutti,0.0013
RRMPC1247-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Peromyia,0.1752,,Peromyia perpusilla,0.1752
RRMFE991-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Braconidae,Braconidae,1.0000,Asobara,Asobara,0.9959,Asobara rufescens,Asobara rufescens,0.9959
RRMPC025-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,Cricotopus,Cricotopus,1.0000,Cricotopus vierriensis,Cricotopus vierriensis,0.9999
RRMFA255-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Tenthredinidae,Tenthredinidae,1.0000,Dolerus,Dolerus,1.0000,Dolerus nitens,Dolerus nitens,0.9999
RRMFE1102-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Dryinidae,Agaonidae,0.0051,,Blastophaga,0.0020,,Blastophaga nipponica,0.0020
RRMPC891-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,Plectiscus,0.1999,,Plectiscus Malaise1594,0.1999
RRMFE2983-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Cerambycidae,Cerambycidae,0.9998,,Pidonia,0.0017,,Pidonia ruficollis,0.0017
RRMFG1522-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Scelionidae,Scelionidae,0.2816,,Telenomus,0.2816,,Telenomus autumnalis,0.0045
RRMFB903-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Eulophidae,Eulophidae,0.9257,,Euplectrus,0.9257,,Euplectrus geometricida,0.4703
RRMPC066-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Psectrocladius,0.0353,,Tvetenia calvescens,0.0023
RRMFE2865-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Tenthredinidae,Tenthredinidae,1.0000,,Monophadnus,0.0094,,Monophadnus pallescens,0.0094
RRMFB968-15,Arachnida,Arachnida,0.9993,Trombidiformes,Trombidiformes,0.9977,,Hubbardiidae,0.0186,,Paradraculoides,0.0186,,Paradraculoides kryptus,0.0186
RRMPE172-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Eulophidae,Eulophidae,1.0000,,Aprostocetus,0.2034,,Eurytoma spongiosa1,0.0071
RRMFI2578-15,Arachnida,Arachnida,0.9397,Sarcoptiformes,Sarcoptiformes,0.2530,,Eriophyidae,0.0206,,Coelosia,0.0091,,Coelosia tenella,0.0091
RRMFG1505-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9861,Platygastridae,Scelionidae,0.0105,,Trissolcus,0.0105,,Trissolcus euschisti,0.0105
RRMFI2562-15,Arachnida,Arachnida,1.0000,Mesostigmata,Mesostigmata,0.9883,Macrochelidae,Ologamasidae,0.0018,Macrocheles,Cheyletus,0.0005,,Cheyletus malaccensis,0.0005
RRMFA394-15,Arachnida,Arachnida,1.0000,Araneae,Araneae,1.0000,Lycosidae,Lycosidae,1.0000,Pardosa,Pardosa,0.9999,Pardosa moesta,Pardosa moesta,0.9984
RRMFI4151-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Braconidae,Braconidae,1.0000,Meteorus,Meteorus,0.9991,Meteorus trachynotus,Meteorus trachynotus,0.9941
RRMFG2156-15,Arachnida,Arachnida,1.0000,Trombidiformes,Trombidiformes,0.9978,,Hygrobatidae,0.0061,,Hygrobates,0.0061,,Hygrobates fluviatilis,0.0061
RRMFI4044-15,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Noctuidae,Noctuidae,1.0000,Diachrysia,Gaujonia,0.0866,,Gaujonia sp.,0.0866
RRMPG649-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Braconidae,Braconidae,1.0000,Praon,Praon,0.4240,,Praon volucre,0.1641
RRMFI4161-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Mordellidae,Chrysomelidae,0.9978,,Aphaenogaster,0.0016,,Mordellaria serval,0.0007
RRMFA066-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,1.0000,Drosophila,Drosophila,0.9999,Drosophila falleni,Drosophila falleni,0.9999
RRMPG072-15,Arachnida,Arachnida,1.0000,Araneae,Araneae,1.0000,,Linyphiidae,0.1500,,Pityohyphantes,0.0171,,Agelenopsis utahana,0.0042
RRMFD1590-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Tenthredinidae,Tenthredinidae,1.0000,,Pristiphora,0.1285,,Tenthredo atra,0.0027
RRMPG651-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Dryinidae,Dryinidae,0.9994,Anteon,Anteon,0.9991,,Anteon gaullei,0.7137
RRMFB764-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Diapriidae,Diapriidae,1.0000,Trichopria,Trichopria,0.9992,Trichopria nixoni,Trichopria nixoni,0.9979
RRMFI314-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Scelionidae,Scelionidae,0.0083,,Oethecoctonus,0.0083,,Oethecoctonus sp. M373,0.0083
RRMFI293-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Platygastridae,Platygastridae,0.8593,Synopeas,Leptacis,0.1019,,Leptacis tipulae,0.1019
RRMFB930-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,cryptJanzen01,0.0042,,cryptJanzen01 Malaise235,0.0042
RRMFD495-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Carabidae,Carabidae,1.0000,,Chlaenius,0.0024,,Notiophilus aeneus,0.0003
RRMFE2308-15,Arachnida,Arachnida,1.0000,Trombidiformes,Sarcoptiformes,0.0792,,Ascidae,0.0024,,Arctoseius,0.0024,,Scheloribates pallidulus,0.0017
RRMFE3021-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Cerambycidae,Cerambycidae,1.0000,Gaurotes,Gaurotes,0.9881,Gaurotes cyanipennis,Gaurotes cyanipennis,0.9881
RRMFA124-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,Micropsectra,Micropsectra,0.8432,,Micropsectra polita,0.0010
RRMFI1778-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Eulophidae,Eulophidae,1.0000,,Tamarixia,0.0238,,Tamarixia radiata,0.0238
RRMFE1644-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.6786,Platygastridae,Vespidae,0.0093,,Andrena,0.0015,,Andrena ventralis,0.0015
RRMFI2936-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Aphididae,Aphididae,1.0000,Therioaphis,Therioaphis,0.9999,Therioaphis trifolii,Therioaphis trifolii,0.9992
RRMFB551-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,Hylesinus,Hylesinus,0.9999,Hylesinus aculeatus,Hylesinus aculeatus,0.9999
RRMFE937-15,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Tortricidae,Tortricidae,1.0000,Ancylis,Platynota,0.0392,,Platynota idaeusalis,0.0028
RRMFI2980-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.9997,,Podabrus,0.0076,,Podabrus rugosulus,0.0076
RRMFE1695-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,,Curculio,0.0243,,Curculio sikkimensis,0.0243
RRMPC1296-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,Polypedilum,Polypedilum,0.0071,,Tanytarsus lugens,0.0053
RRMFC044-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,Monopelopia,Monopelopia,0.9989,Monopelopia tenuicalcar,Monopelopia tenuicalcar,0.9989
RRMPD033-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,Mesostenus,0.0007,,Mesostenus thoracicus,0.0007
RRMFD442-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Tenthredinidae,Tenthredinidae,1.0000,Taxonus,Taxonus,0.9947,Taxonus pallicoxus,Taxonus pallicoxus,0.9947
RRMFA275-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Prenolepis,Prenolepis,0.9995,Prenolepis imparis,Prenolepis imparis,0.9995
RRMFA272-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,Xyleborinus,Xyleborinus,0.3206,,Xyleborinus saxesenii,0.3206
RRMFG2358-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,Phyllobius,Phyllobius,1.0000,Phyllobius oblongus,Phyllobius oblongus,1.0000
RRMPG739-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,Gambrus,Gambrus,0.9944,,Gambrus incubitor,0.9944
RRMFI2983-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Mordellidae,Mordellidae,0.0193,Mordellistena,Mordellaria,0.0081,,Mordellaria serval,0.0081
RRMFI2994-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,,Curculio,0.0023,,Curculio sikkimensis,0.0023
RRMFC1911-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Simuliidae,Simuliidae,0.9839,,Simulium,0.9683,,Simulium furculatum,0.0148
RRMFB1301-15,Arachnida,Arachnida,0.3696,Mesostigmata,Diptera,0.0020,,Chironomidae,0.0020,,Polypedilum,0.0020,,Polypedilum aviceps,0.0020
RRMPG008-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Empoasca,Empoasca,1.0000,Empoasca fabae,Empoasca fabae,0.9998
RRMFI3839-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Staphylinidae,0.9999,,Melinopterus,0.0125,,Melinopterus prodromus,0.0125
RRMFE107-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,Corynoptera,Corynoptera,0.9981,,Bradysia difformis,0.0008
RRMFG1537-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Scelionidae,Scelionidae,0.9936,Telenomus,Telenomus,0.8317,,Telenomus autumnalis,0.0133
RRMFI2988-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Eucnemidae,Eucnemidae,0.1351,Microrhagus,Microrhagus,0.0073,,Microrhagus triangularis,0.0073
RRMFE1670-15,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Gracillariidae,Gracillariidae,1.0000,Acrocercops,Acrocercops,0.9262,Acrocercops astericola,Acrocercops astericola,0.9262
RRMPC038-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,Corynoptera,Corynoptera,1.0000,Corynoptera cursor,Corynoptera cursor,0.9991
RRMFI2850-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Xestocephalus,Xestocephalus,0.9997,Xestocephalus brunneus,Xestocephalus brunneus,0.9997
RRMFG404-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Balclutha,Balclutha,0.9999,,Balclutha punctata,0.9655
RRMFI2984-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Latridiidae,Latridiidae,0.9996,Melanophthalma,Melanophthalma,0.9963,Melanophthalma pumila,Melanophthalma pumila,0.9790
RRMPC780-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,Ischnus,0.0478,,Aritranis director,0.0174
RRMPE168-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Eurytomidae,Eurytomidae,0.2525,,Eurytoma,0.2277,,Eurytoma spongiosa1,0.0060
RRMPG931-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Apidae,Apidae,1.0000,Xylocopa,Xylocopa,0.9996,Xylocopa virginica,Xylocopa virginica,0.9962
RRMFE040-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,Atrichopogon,Forcipomyia,0.0130,,Forcipomyia bipunctata,0.0072
RRMFE1335-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Eupteryx,Eupteryx,0.9999,Eupteryx atropunctata,Eupteryx atropunctata,0.9999
RRMFG2669-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,tersiMalaise01,0.0113,,tersiMalaise01 Malaise8279,0.0113
RRMFI2990-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Anthicidae,Cerambycidae,0.9849,,Limonius,0.0005,,Limonius aeger,0.0005
RRMFB947-15,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Gracillariidae,Gracillariidae,1.0000,Parornix,Parornix,0.9979,,Parornix torquillella,0.1854
RRMFD473-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,tersiMalaise01,0.0035,,tersiMalaise01 Malaise8279,0.0035
RRMFG2822-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,Schenkia,0.0008,,Schenkia opacula,0.0008
RRMFI619-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0953,,Cystiphora taraxaci,0.0952
RRMFG2155-15,Arachnida,Arachnida,0.9989,Trombidiformes,Trombidiformes,0.9989,Arrenuridae,Arrenuridae,0.3930,Arrenurus,Arrenurus,0.3930,,Arrenurus sp.,0.3930
RRMFA258-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9857,Andrenidae,Andrenidae,0.9814,Andrena,Andrena,0.8684,,Andrena minutula,0.0118
RRMFD1652-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,Xylosandrus,Xylosandrus,0.9995,Xylosandrus germanus,Xylosandrus germanus,0.1905
RRMFB1124-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chaoboridae,Chaoboridae,0.9999,Chaoborus,Chaoborus,0.9999,Chaoborus americanus,Chaoborus americanus,0.9861
RRMFI342-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Campylomyza,0.0215,,Peromyia photophila,0.0076
RRMPC020-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,Paratanytarsus,Polypedilum,0.0131,,Polypedilum aviceps,0.0131
RRMPC1015-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Chrysomelidae,Chrysomelidae,1.0000,Psylliodes,Psylliodes,1.0000,Psylliodes affinis,Psylliodes affinis,0.9728
RRMFA260-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Nitidulidae,Nitidulidae,1.0000,Glischrochilus,Glischrochilus,0.9944,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,0.9944
RRMFD173-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Miridae,Miridae,0.9938,,Lygus,0.0316,,Lygus borealis,0.0316
RRMFD470-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,Neotheronia,0.1480,,Neotheronia Malaise8877,0.1480
RRMFE1697-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Throscidae,Throscidae,1.0000,Aulonothroscus,Aulonothroscus,0.9994,Aulonothroscus distans,Aulonothroscus distans,0.9994
RRMFE780-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.0880,,Medetera,0.0880,,Medetera pallipes,0.0009
RRMFI359-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Agromyzidae,Agromyzidae,1.0000,,Cerodontha,0.0037,,Zeugodacus scutellatus,0.0024
RRMPC1013-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Erotylidae,Erotylidae,0.9991,Toramus,Toramus,0.9987,Toramus pulchellus,Toramus pulchellus,0.9987
RRMFG1533-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Platygastridae,Platygastridae,0.9929,Synopeas,Leptacis,0.0520,,Leptacis tipulae,0.0520
RRMFI034-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Scelionidae,Formicidae,0.0008,,Pseudomyrmex,0.0008,,Pseudomyrmex oculatus,0.0008
RRMFI046-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9996,Platygastridae,Figitidae,0.0065,,Phaenoglyphis,0.0019,,Phaenoglyphis villosa,0.0019
RRMFI2566-15,Arachnida,Arachnida,1.0000,Mesostigmata,Mesostigmata,1.0000,Phytoseiidae,Ascidae,0.0208,,Arctoseius,0.0208,,Laelaps muricola,0.0081
RRMFC745-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Miridae,Miridae,1.0000,Lygocoris,Lygocoris,0.9685,Lygocoris pabulinus,Lygocoris pabulinus,0.9685
RRMFE1168-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9849,Braconidae,Braconidae,0.7707,Bracon,Bracon,0.0304,,Bracon juliodiazi,0.0303
RRMFC1296-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Scraptiidae,Scraptiidae,1.0000,Anaspis,Anaspis,0.9998,Anaspis flavipennis,Anaspis flavipennis,0.9954
RRMFI2534-15,Arachnida,Arachnida,1.0000,Mesostigmata,Mesostigmata,1.0000,Parasitidae,Parasitidae,0.0014,,Poecilochirus,0.0008,,Poecilochirus carabi,0.0008
RRMFI005-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.0763,,Ichneumonidae,0.0113,,campoMalaise01,0.0113,,campoMalaise01 Malaise302,0.0113
RRMPC072-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,Polypedilum,Polypedilum,1.0000,,Polypedilum sp.,0.7312
RRMFB510-15,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Curculionidae,Curculionidae,1.0000,,Ips,0.1532,,Ips acuminatus,0.0188
RRMFE2634-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,Cestrus,0.0032,,Cestrus Malaise4198,0.0032
RRMPG755-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,,Hercus,0.0088,,Hercus fontinalis,0.0088
RRMFI041-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9999,Eulophidae,Eulophidae,0.0030,,Deutereulophus,0.0017,,Deutereulophus Malaise9526,0.0017
RRMFE1042-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9960,Scelionidae,Cheyletidae,0.0666,,Cheyletus,0.0648,,Cheyletus malaccensis,0.0648
RRMFD832-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,Bradysia,Bradysia,1.0000,Bradysia nitidicollis,Bradysia nitidicollis,1.0000
RRMFG022-15,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,0.9997,,Bradysia,0.9879,,Bradysia radicum,0.0030
RRMFI4347-15,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Schreckensteiniidae,Schreckensteiniidae,0.9973,Schreckensteinia,Schreckensteinia,0.9962,,Schreckensteinia festaliella,0.9962
RRMFI2718-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,,Empoasca,0.7608,,Empoasca fabae,0.0739
RRMFG2140-15,Arachnida,Arachnida,1.0000,Trombidiformes,Trombidiformes,1.0000,,Lebertiidae,0.1197,,Lebertia,0.1138,,Lebertia porosa,0.1138
RRMFI3862-15,Arachnida,Arachnida,1.0000,Trombidiformes,Trombidiformes,0.9608,,Hygrobatidae,0.1191,,Hygrobates,0.1191,,Hygrobates fluviatilis,0.1191
RRMFB416-15,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Cicadellidae,Cicadellidae,1.0000,Erythroneura,Erythroneura,1.0000,Erythroneura aza,Erythroneura aza,0.9949
RRMFG1395-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Figitidae,Figitidae,0.9969,,Alloxysta,0.3281,,Ganaspis brasiliensis,0.0458
RRMFI030-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Scelionidae,Scelionidae,0.8265,Telenomus,Telenomus,0.8265,,Telenomus podisi,0.0095
RRMFB1032-15,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Ichneumonidae,Ichneumonidae,1.0000,Ischnus,Ischnus,0.9997,Ischnus inquisitorius,Ischnus inquisitorius,0.9902
RRMFE2303-15,Arachnida,Arachnida,1.0000,Trombidiformes,Trombidiformes,0.9535,,Macronyssidae,0.0162,,Ornithonyssus,0.0162,,Ornithonyssus sylviarum,0.0162
